sentence,corrected_sentence,original_label,edit_distance_ratio,GAS_log_inv,GAS_corrected,GAS
The man who I gave John Ed's picture of was bald.,The man I gave John Ed's picture of was bald.,0,0.08163265306122448,2.5839862270351364,1.6074782197700648,0.27818003465310376
I gave Jack a picture of myself.,I gave Jack a picture of myself.,1,0.0,13.815511557963774,3.716922323369668,1.0
I gave Jack Ed's picture of myself.,I gave Jack Ed's picture of myself.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
I didn't give Jack a picture of anybody.,I didn't give Jack a picture of anybody.,1,0.0,13.815511557963774,3.716922323369668,1.0
I didn't give Jack this picture of anybody.,I didn't give Jack this picture of anybody.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
I hope I'm not treading on anyone's toes.,I hope I'm not treading on anyone's toes.,1,0.0,13.815511557963774,3.716922323369668,1.0
Abernathy admitted that the poison pen letter had been written by my sister and him.,Abernathy admitted that the poison pen letter had been written by my sister and him.,1,0.0,13.815511557963774,3.716922323369668,1.0
Abernathy admitted that the poison pen letter had been written by my sister and himself.,Abernathy admitted that the poison pen letter had been written by his sister and himself.,1,0.03409090909090909,3.4122188519781202,1.8472192214185408,0.3602157905220727
That the sun was out is obvious.,That the sun was out is obvious.,1,0.0,13.815511557963774,3.716922323369668,1.0
That anybody ever left at all is not known.,That anybody ever left at all is not known.,1,0.0,13.815511557963774,3.716922323369668,1.0
That anybody ever left at all is not certain.,That anybody ever left at all is not certain.,1,0.0,13.815511557963774,3.716922323369668,1.0
That anybody ever left at all is impossible.,That anybody ever left at all is impossible.,1,0.0,13.815511557963774,3.716922323369668,1.0
That anybody ever left at all is surprises me.,That anybody ever left at all is surprising.,1,0.10869565217391304,2.3223794222929226,1.5239355046368999,0.24959297721958146
"Tonight, what Bob cooked yesterday still tastes good.","Tonight, what Bob cooked yesterday still tastes good.",1,0.0,13.815511557963774,3.716922323369668,1.0
"Tonight, what Bob cooked yesterday still tastes good, so tonight, what Bob cooked yesterday will be eaten up.","Tonight, what Bob cooked yesterday still tastes good, so tonight, what Bob cooked yesterday will be eaten up.",1,0.0,13.815511557963774,3.716922323369668,1.0
"Tonight, what Bob cooked yesterday still tastes good, so tonight it will be eaten up.","Tonight, what Bob cooked yesterday still tastes good, so tonight it will be eaten up.",1,0.0,13.815511557963774,3.716922323369668,1.0
Martha gave Myrna an apple.,Martha gave Myrna an apple.,1,0.0,13.815511557963774,3.716922323369668,1.0
Leigh threw the ball to Lane.,Leigh threw the ball to Lane.,1,0.0,13.815511557963774,3.716922323369668,1.0
Leigh threw Lane the ball.,Leigh threw Lane the ball.,1,0.0,13.815511557963774,3.716922323369668,1.0
The noise gave Terry a headache.,The noise gave Terry a headache.,1,0.0,13.815511557963774,3.716922323369668,1.0
The noise gave a headache to Terry.,The noise gave Terry headaches.,0,0.4,1.2527611827839522,1.1192681460597154,0.11112190882447093
Jill threw the ball from home plate to third base.,Jill threw the ball from home plate to third base.,1,0.0,13.815511557963774,3.716922323369668,1.0
Jill kicked the ball from home plate to third base.,Jill kicked the ball from home plate to third base.,1,0.0,13.815511557963774,3.716922323369668,1.0
I sent the bicycle from my house at the beach to my house in the mountains.,I sent the bicycle from my house at the beach to my house in the mountains.,1,0.0,13.815511557963774,3.716922323369668,1.0
I shipped the bicycle from my house at the beach to my house in the mountains.,I shipped the bicycle from my house at the beach to my house in the mountains.,1,0.0,13.815511557963774,3.716922323369668,1.0
Fred threw the ball under the porch.,Fred threw the ball under the porch.,1,0.0,13.815511557963774,3.716922323369668,1.0
Fred threw the ball behind the tree.,Fred threw the ball behind the tree.,1,0.0,13.815511557963774,3.716922323369668,1.0
Fred threw the ball over the fence.,Fred threw the ball over the fence.,1,0.0,13.815511557963774,3.716922323369668,1.0
Fred kicked the ball under the porch.,Fred kicked the ball under the porch.,1,0.0,13.815511557963774,3.716922323369668,1.0
Fred kicked the ball behind the tree.,Fred kicked the ball behind the tree.,1,0.0,13.815511557963774,3.716922323369668,1.0
Fred kicked the ball over the fence.,Fred kicked the ball over the fence.,1,0.0,13.815511557963774,3.716922323369668,1.0
Felicia threw the ball off the bench.,Felicia threw the ball off the bench.,1,0.0,13.815511557963774,3.716922323369668,1.0
Felicia threw the ball out the window.,Felicia threw the ball out the window.,1,0.0,13.815511557963774,3.716922323369668,1.0
Felicia kicked the ball out the window.,Felicia kicked the ball out the window.,1,0.0,13.815511557963774,3.716922323369668,1.0
Felicia sent the box off the shelf.,Felicia sent the box off the shelf.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Felicia sent the box out of the storeroom.,Felicia sent the box out of the storeroom.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Felicia shipped the box off the shelf.,Felicia shipped the box off the shelf.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Felicia shipped the box out of the storeroom.,Felicia shipped the box out of the storeroom.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Jake sent the box at Carson.,Jake sent the box to Carson.,0,0.07142857142857142,2.708037134533107,1.6456114773946817,0.29122866042621404
Jake sent the box towards Carson.,Jake sent the box towards Carson.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Jake shipped the box at Carson.,Jake shipped the box to Carson.,0,0.06451612903225806,2.803345820420157,1.674319509657627,0.30105211619726585
Jake shipped the box towards Carson.,Jake shipped the box towards Carson.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Anne is curious as to why her father sent her a telegram to America to return home at once.,Anne is curious as to why her father sent her a telegram to America to return home at once.,1,0.0,13.815511557963774,3.716922323369668,1.0
Where did you give the ball?,Where did you get the ball?,0,0.10714285714285714,2.335366485752657,1.5281905920900891,0.25104900398642876
Where did you throw the ball? To third base.,Where did you throw the ball? to third base.,1,0.022727272727272728,3.806619468515591,1.951055988052519,0.39574716637866597
Where did you send the bicycle? To Rome.,Where did you send the bicycle? To Rome.,1,0.0,13.815511557963774,3.716922323369668,1.0
I gave the package to Maria.,I gave the package to Maria.,1,0.0,13.815511557963774,3.716922323369668,1.0
I gave the package to London.,I gave the package to London.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
I sent the package to London.,I sent the package to London.,1,0.0,13.815511557963774,3.716922323369668,1.0
I threw the ball to Maria.,I threw the ball to Maria.,1,0.0,13.815511557963774,3.716922323369668,1.0
I threw the ball to the other side of the field.,I threw the ball to the other side of the field.,1,0.0,13.815511557963774,3.716922323369668,1.0
Susan gave the ball halfway to Bill.,Susan gave the ball halfway to Bill.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Susan gave the ball all the way to Bill.,Susan gave the ball all the way to Bill.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Jake threw the ball all the way to Bill.,Jake threw the ball all the way to Bill.,1,0.0,13.815511557963774,3.716922323369668,1.0
Jake threw the ball halfway to Bill.,Jake threw the ball halfway to Bill.,1,0.0,13.815511557963774,3.716922323369668,1.0
Jake kicked the ball all the way to Bill.,Jake kicked the ball all the way to Bill.,1,0.0,13.815511557963774,3.716922323369668,1.0
Jake kicked the ball halfway to Bill.,Jake kicked the ball halfway to Bill.,1,0.0,13.815511557963774,3.716922323369668,1.0
I sent the package all the way around the world.,I sent the package all the way around the world.,1,0.0,13.815511557963774,3.716922323369668,1.0
I sent the package to the Antarctic.,I sent the package to the Antarctic.,1,0.0,13.815511557963774,3.716922323369668,1.0
I shipped the package halfway around the world.,I shipped the package halfway around the world.,1,0.0,13.815511557963774,3.716922323369668,1.0
I shipped the package all the way around the world.,I shipped the package all the way around the world.,1,0.0,13.815511557963774,3.716922323369668,1.0
I shipped the package halfway to the Antarctic.,I shipped the package halfway to the Antarctic.,1,0.0,13.815511557963774,3.716922323369668,1.0
Fred gave the ball under Molly.,Fred gave the ball to Molly.,0,0.16129032258064516,1.97407568715197,1.4050180380165835,0.20890121321951
Fred gave the ball behind Molly.,Fred gave the ball behind Molly.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Fred gave the ball over Molly.,Fred gave the ball over Molly.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Fred offered the ball under Molly.,Fred offered the ball to Molly.,0,0.14705882352941177,2.0541178055131577,1.433219384990713,0.2185512889246996
Fred offered the ball over Molly.,Fred offered the ball over Molly.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Sam gave the ball off the shelf.,Sam gave the ball off the shelf.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Sam offered the ball off the shelf.,Sam offered the ball off the shelf.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Jill gave the ball at Bob.,Jill gave the ball to Bob.,0,0.07692307692307693,2.6390452582707553,1.6245138529020784,0.28400937144189525
Jill gave the ball towards Bob.,Jill gave the ball to Bob.,0,0.16129032258064516,1.97407568715197,1.4050180380165835,0.20890121321951
Jill offered the ball at Bob.,Jill offered the ball to Bob.,0,0.06896551724137931,2.7408264595137584,1.655544158128607,0.29462747400507555
Jill offered the ball towards Bob.,Jill offered the ball to Bob.,0,0.14705882352941177,2.0541178055131577,1.433219384990713,0.2185512889246996
Give a fresh coat of paint to the front door.,Give a fresh coat of paint to the front door.,1,0.0,13.815511557963774,3.716922323369668,1.0
"One of the Jewish children is a spunky girl, who gave a black eye to the kid with the German roots before the start of the war.","One of the Jewish children is a spunky girl, who gave a black eye to the kid with the German roots before the start of the war.",1,0.0,13.815511557963774,3.716922323369668,1.0
The door has a fresh coat of paint.,The door has a fresh coat of paint.,1,0.0,13.815511557963774,3.716922323369668,1.0
The spunky girl has a black eye.,The spunky girl has a black eye.,1,0.0,13.815511557963774,3.716922323369668,1.0
I promise a good time to all who come.,I promise a good time to all who come.,1,0.0,13.815511557963774,3.716922323369668,1.0
All who come will have a good time.,All who come will have a good time.,1,0.0,13.815511557963774,3.716922323369668,1.0
He died from exhaustion.,He died from exhaustion.,1,0.0,13.815511557963774,3.716922323369668,1.0
The water melted into ice.,The water melted into ice.,1,0.0,13.815511557963774,3.716922323369668,1.0
The water melted to ice.,The water melted to ice.,1,0.0,13.815511557963774,3.716922323369668,1.0
A hefty sum of money came to him from his grandfather.,A hefty sum of money came to him from his grandfather.,1,0.0,13.815511557963774,3.716922323369668,1.0
The close brush with the law put the fear of god in him.,The close brush with the law put the fear of God in him.,1,0.017857142857142856,4.042996251858149,2.010720331587202,0.4161634050972743
She fell in love.,She fell in love.,1,0.0,13.815511557963774,3.716922323369668,1.0
She fell into a sulk.,She fell into a sulk.,1,0.0,13.815511557963774,3.716922323369668,1.0
She fell into a funk.,She fell into a funk.,1,0.0,13.815511557963774,3.716922323369668,1.0
To whom did you give the ball?,To whom did you give the ball?,1,0.0,13.815511557963774,3.716922323369668,1.0
To whom did you throw the ball?,To whom did you throw the ball?,1,0.0,13.815511557963774,3.716922323369668,1.0
Where did you throw the ball?,Where did you throw the ball?,1,0.0,13.815511557963774,3.716922323369668,1.0
To whom did you send the package?,To whom did you send the package?,1,0.0,13.815511557963774,3.716922323369668,1.0
Where did you send the package?,Where did you send the package?,1,0.0,13.815511557963774,3.716922323369668,1.0
Smith threw the ball to the first baseman.,Smith threw the ball to the first baseman.,1,0.0,13.815511557963774,3.716922323369668,1.0
Smith threw the first baseman the ball.,Smith threw the first baseman the ball.,1,0.0,13.815511557963774,3.716922323369668,1.0
Smith threw the first base the ball.,Smith threw the first base ball.,0,0.1111111111111111,2.3025769930341404,1.5174244604045832,0.24736499605898893
Smith envied Jones his good fortune.,Smith envied Jones his good fortune.,1,0.0,13.815511557963774,3.716922323369668,1.0
Smith envied his good fortune to Jones.,Smith envied his good fortune to Jones.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
No one can forgive you that comment.,No one can forgive you for that comment.,1,0.1111111111111111,2.3025769930341404,1.5174244604045832,0.24736499605898893
The recession cost my grandfather a raise.,The recession cost my grandfather a raise.,1,0.0,13.815511557963774,3.716922323369668,1.0
Mary taught John linguistics.,Mary taught John linguistics.,1,0.0,13.815511557963774,3.716922323369668,1.0
Mary taught linguistics to John.,Mary taught linguistics to John.,1,0.0,13.815511557963774,3.716922323369668,1.0
"I threw the ball to Julian, but it fell short of him.","I threw the ball to Julian, but it fell short of him.",1,0.0,13.815511557963774,3.716922323369668,1.0
"Max offered the victims help, but they refused his offer.","Max offered the victims help, but they refused his offer.",1,0.0,13.815511557963774,3.716922323369668,1.0
"Max offered help to the victims, but they refused his offer.","Max offered help to the victims, but they refused his offer.",1,0.0,13.815511557963774,3.716922323369668,1.0
"Sarah promised her old car to Catherine, but then gave it to her son instead.","Sarah promised her old car to Catherine, but then gave it to her son instead.",1,0.0,13.815511557963774,3.716922323369668,1.0
"I taught them English for an entire year, but they don't seem to have learned.","I taught them English for an entire year, but they don't seem to have learned.",1,0.0,13.815511557963774,3.716922323369668,1.0
"I read him the figures, but when I looked up, he was gone.","I read him the figures, but when I looked up, he was gone.",1,0.0,13.815511557963774,3.716922323369668,1.0
I throw you a lifeline and you giggle.,I throw you a lifeline and you giggle.,1,0.0,13.815511557963774,3.716922323369668,1.0
"I kicked him the ball, but the wind blew it astray.","I kicked him the ball, but the wind blew it astray.",1,0.0,13.815511557963774,3.716922323369668,1.0
"I threw Mary the ball, but she was looking at the birds flying overhead and didn't even notice.","I threw Mary the ball, but she was looking at the birds flying overhead and didn't even notice.",1,0.0,13.815511557963774,3.716922323369668,1.0
"I threw the ball to Mary, but she was looking at the birds flying overhead and didn't even notice.","I threw the ball to Mary, but she was looking at the birds flying overhead and didn't even notice.",1,0.0,13.815511557963774,3.716922323369668,1.0
"Lewis shipped Sam a bicycle, but it never arrived.","Lewis shipped Sam a bicycle, but it never arrived.",1,0.0,13.815511557963774,3.716922323369668,1.0
"Lewis sent Sam a bicycle, but it never arrived.","Lewis sent Sam a bicycle, but it never arrived.",1,0.0,13.815511557963774,3.716922323369668,1.0
"The police read the detainees' rights to them, but not a single one was paying attention.","The police read the detainees' rights to them, but not a single one was paying attention.",1,0.0,13.815511557963774,3.716922323369668,1.0
"I wrote a letter to Blair, but I tore it up before I sent it.","I wrote a letter to Blair, but I tore it up before I sent it.",1,0.0,13.815511557963774,3.716922323369668,1.0
"The police read the detainees their rights, but not a single one was paying attention.","The police read the detainees' rights, but not a single one was paying attention.",1,0.06976744186046512,2.730015709372545,1.6522759180513844,0.29350913153026875
"I wrote Blair a letter, but I tore it up before I sent it.","I wrote Blair a letter, but I tore it up before I sent it.",1,0.0,13.815511557963774,3.716922323369668,1.0
"Ann copied the manuscript, but she didn't finish it.","Ann copied the manuscript, but she didn't finish it.",1,0.0,13.815511557963774,3.716922323369668,1.0
Alex read the newspaper for an hour.,Alex read the newspaper for an hour.,1,0.0,13.815511557963774,3.716922323369668,1.0
Alex read the newspaper in an hour.,Alex read the newspaper in an hour.,1,0.0,13.815511557963774,3.716922323369668,1.0
I lent the book halfway to Tony.,I loaned the book to Tony.,0,0.375,1.2992810447396126,1.139860098757568,0.11816816454531476
I lent the book all the way to Tony.,I lent the book all the way to Tony.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
I lent the book most of the way to Tony.,I lent the book most of the way to Tony.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
I lent Tony the book partway.,I loaned Tony the book partway.,0,0.13793103448275862,2.1102068291603633,1.452655096421846,0.22520189631826515
I lent Tony the book halfway.,I lent Tony the book halfway.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
I lent Tony the book all the way.,I lent Tony the book all the way.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
I lent Tony the book most of the way.,I lent Tony the book most of the way.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Robin arrived partway at the station.,Robin arrived partway at the station.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Robin arrived all the way at the station.,Robin arrived all the way to the station.,0,0.04878048780487805,3.0680333888316564,1.7515802547504515,0.3274895782046325
Robin arrived most of the way at the station.,Robin arrived most of the way at the station.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
The old dog died partway.,The old dog died partway.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
The old dog died halfway.,The old dog died halfway.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
The old dog died all the way.,The old dog died all the way.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
"Sandy taught the children the alphabet, but only got as far as the letter `` r ''.","Sandy taught the children the alphabet, but only got as far as the letter  r ''.",1,0.024390243902439025,3.737629595313845,1.9332950099024837,0.3896696274617026
"Maxine read the children Goodnight Moon, but they fell asleep before she got to the end.","Maxine read the children's ""Goodnight Moon"", but they fell asleep before she got to the end.",1,0.045454545454545456,3.1354731726924276,1.770726735747904,0.33404121530490577
Interviewing Richard Nixon gave Norman Mailer a book.,Interviewing Richard Nixon gave Norman Mailer a book.,1,0.0,13.815511557963774,3.716922323369668,1.0
Nixon's behavior gave Mailer an idea for a book.,Nixon's behavior gave Mailer an idea for a book.,1,0.0,13.815511557963774,3.716922323369668,1.0
Nixon's behavior gave an idea for a book to every journalist living in New York City in the 1970s.,Nixon's behavior gave an idea for a book to every journalist living in New York City in the 1970s.,1,0.0,13.815511557963774,3.716922323369668,1.0
We gave a fresh coat of paint to the house.,We gave a fresh coat of paint to the house.,1,0.0,13.815511557963774,3.716922323369668,1.0
The five `` soundscape '' pieces gave a festive air to Park Square.,The five soundscape pieces gave a festive air to Park Square.,1,0.08955223880597014,2.4986897231238143,1.5807244298497491,0.26902529114497903
Gordie Gillespie still can give a piece of his mind to the umps.,Gordie Gillespie still can give a piece of his mind to the umps.,1,0.0,13.815511557963774,3.716922323369668,1.0
I sent the salesman to the devil.,I sent the salesman to the devil.,1,0.0,13.815511557963774,3.716922323369668,1.0
I sent the devil the salesman.,I sent the devil the salesman.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Nixon's behavior gave an idea for a book to every journalist living in New York.,Nixon's behavior gave an idea for a book for every journalist living in New York.,1,0.025,3.7135330431135665,1.9270529424781164,0.38753368610906797
The music lent a festive air to the party.,The music lent a festive air to the party.,1,0.0,13.815511557963774,3.716922323369668,1.0
It is very difficult to get an idea for a book simply from an interview.,It is very difficult to get an idea for a book simply from an interview.,1,0.0,13.815511557963774,3.716922323369668,1.0
"It is unreadable, guaranteed to give a headache to anyone who looks hard at the small print.","It is unreadable, guaranteed to give a headache to anyone who looks hard at the small print.",1,0.0,13.815511557963774,3.716922323369668,1.0
"`` Doing my taxes '' gives a headache to 22 percent of Americans surveyed for Pfizer, which makes tylenol pain relief medicine.","Doing my taxes gives a headache to 22 percent of Americans surveyed for Pfizer, which makes tylenol pain relief medicine.",1,0.047244094488188976,3.098569447437805,1.7602753896586196,0.33046492226205043
Lopez says that he has done more than simply give a fresh coat of paint to the site.,Lopez says that he has done more than simply give a fresh coat of paint to the site.,1,0.0,13.815511557963774,3.716922323369668,1.0
I think it's time you give your lovely illness to someone else!,I think it's time you give your lovely illness to someone else!,1,0.0,13.815511557963774,3.716922323369668,1.0
Sharon sprayed the plants with water.,Sharon sprayed the plants with water.,1,0.0,13.815511557963774,3.716922323369668,1.0
The farmer loaded apples into the cart.,The farmer loaded apples into the cart.,1,0.0,13.815511557963774,3.716922323369668,1.0
Monica covered a blanket over the baby.,Monica covered a blanket over the baby.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Monica covered the baby with a blanket.,Monica covered the baby with a blanket.,1,0.0,13.815511557963774,3.716922323369668,1.0
Carla poured lemonade into the pitcher.,Carla poured lemonade into the pitcher.,1,0.0,13.815511557963774,3.716922323369668,1.0
Carla poured the pitcher with lemonade.,Carla poured the pitcher with lemonade.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
The farmer dumped apples into the cart.,The farmer dumped apples into the cart.,1,0.0,13.815511557963774,3.716922323369668,1.0
The window broke.,The window broke.,1,0.0,13.815511557963774,3.716922323369668,1.0
The little boy broke the window.,The little boy broke the window.,1,0.0,13.815511557963774,3.716922323369668,1.0
A rabbit appeared out of the magician's hat.,A rabbit appeared out of the magician's hat.,1,0.0,13.815511557963774,3.716922323369668,1.0
The magician appeared a rabbit out of his hat.,The magician appeared a rabbit out of his hat.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Martha carved a toy out of wood for the baby.,Martha carved a toy out of wood for the baby.,1,0.0,13.815511557963774,3.716922323369668,1.0
Martha carved some wood into a toy for the baby.,Martha carved some wood into a toy for the baby.,1,0.0,13.815511557963774,3.716922323369668,1.0
Martha carved the baby some wood into a toy.,Martha carved the baby some wood into a toy.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Margaret cut the bread.,Margaret cut the bread.,1,0.0,13.815511557963774,3.716922323369668,1.0
Janet broke the vase.,Janet broke the vase.,1,0.0,13.815511557963774,3.716922323369668,1.0
Terry touched the cat.,Terry touched the cat.,1,0.0,13.815511557963774,3.716922323369668,1.0
Carla hit the door.,Carla hit the door.,1,0.0,13.815511557963774,3.716922323369668,1.0
Crystal vases break easily.,Crystal vases break easily.,1,0.0,13.815511557963774,3.716922323369668,1.0
Cats touch easily.,Cats can touch easily.,0,0.2222222222222222,1.7047444104300338,1.3056586117473563,0.17490191572489655
Door frames hit easily.,Door frames hit easily.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Margaret cut at the bread.,Margaret cut the bread.,1,0.11538461538461539,2.2686757712405754,1.5062123924734439,0.2435283954722695
Janet broke at the vase.,Janet broke into the vase.,0,0.125,2.197217466256713,1.4823014087076598,0.23534641736544198
Terry touched at the cat.,Terry touched the cat.,0,0.12,2.233584781065227,1.4945182438047477,0.23952683412613313
Carla hit at the door.,Carla hit the door.,1,0.13636363636363635,2.1202570828932594,1.4561102578078555,0.22638420044647667
Margaret cut Bill's arm.,Margaret cut Bill's arm.,1,0.0,13.815511557963774,3.716922323369668,1.0
Margaret cut Bill on the arm.,Margaret cut Bill in the arm.,1,0.034482758620689655,3.4011693487488466,1.8442259483991776,0.35919153762842
Janet broke Bill's finger.,Janet broke Bill's finger.,1,0.0,13.815511557963774,3.716922323369668,1.0
Terry touched Bill's shoulder.,Terry touched Bill's shoulder.,1,0.0,13.815511557963774,3.716922323369668,1.0
Terry touched Bill on the shoulder.,Terry touched Bill on the shoulder.,1,0.0,13.815511557963774,3.716922323369668,1.0
Carla hit Bill's back.,Carla hit Bill's back.,1,0.0,13.815511557963774,3.716922323369668,1.0
Carla hit Bill on the back.,Carla hit Bill on the back.,1,0.0,13.815511557963774,3.716922323369668,1.0
Jean moved the table.,Jean moved the table.,1,0.0,13.815511557963774,3.716922323369668,1.0
Jean moved at the table.,Jean moved to the table.,0,0.08333333333333333,2.564938280610033,1.6015424691871374,0.2761489103048618
Margaret cut the string.,Margaret cut the string.,1,0.0,13.815511557963774,3.716922323369668,1.0
The string cut.,The string cut.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
The cat touched.,The cat touched it.,0,0.1875,1.8458221992841282,1.3586103927484612,0.1930212167587811
The door hit.,The door hit.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
a The butcher cuts the meat.,a The butcher cuts the meat.,1,0.0,13.815511557963774,3.716922323369668,1.0
The meat cuts easily.,The meat cuts easily.,1,0.0,13.815511557963774,3.716922323369668,1.0
Janet broke the crystal.,Janet broke the crystal.,1,0.0,13.815511557963774,3.716922323369668,1.0
Crystal breaks at the slightest touch.,Crystal breaks at the slightest touch.,1,0.0,13.815511557963774,3.716922323369668,1.0
Kelly adores French fabrics.,Kelly adores French fabrics.,1,0.0,13.815511557963774,3.716922323369668,1.0
French fabrics adore easily.,French fabrics adore easily.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Joan knew the answer.,Joan knew the answer.,1,0.0,13.815511557963774,3.716922323369668,1.0
The answer knows easily.,The answer is easy.,0,0.25,1.6094347124417805,1.2686349799850942,0.16223298719057366
Bill pounded the metal.,Bill pounded the metal.,1,0.0,13.815511557963774,3.716922323369668,1.0
Bill pounded the metal fiat.,Bill pounded the metal fiat.,1,0.0,13.815511557963774,3.716922323369668,1.0
This metal won't pound flat.,This metal won't pound flat.,1,0.0,13.815511557963774,3.716922323369668,1.0
The cup broke.,The cup broke.,1,0.0,13.815511557963774,3.716922323369668,1.0
They gave the bicycle to me.,They gave me the bicycle.,1,0.32142857142857145,1.413690980958204,1.188987376282105,0.13497877815666248
The bicycle gave to me.,The bicycle I gave to me.,0,0.08695652173913043,2.5257180643739567,1.5892507871239065,0.27194288204092426
The bread cut.,Bread cut.,0,0.35714285714285715,1.3349990035780939,1.155421569635124,0.1234930652385432
The magician appeared a dove from his sleeve.,The magician appeared a dove from his sleeve.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Sylvia jumped the horse over the fence.,Sylvia jumped the horse over the fence.,1,0.0,13.815511557963774,3.716922323369668,1.0
The horse jumped over the fence.,The horse jumped over the fence.,1,0.0,13.815511557963774,3.716922323369668,1.0
The scientist ran the rats through the maze.,The scientist ran the rats through the maze.,1,0.0,13.815511557963774,3.716922323369668,1.0
The rats ran through the maze.,The rats ran through the maze.,1,0.0,13.815511557963774,3.716922323369668,1.0
The bell rang.,The bell rang.,1,0.0,13.815511557963774,3.716922323369668,1.0
They stood the statue on the pedestal.,They stood the statue on the pedestal.,1,0.0,13.815511557963774,3.716922323369668,1.0
The statue stood on the pedestal.,The statue stood on the pedestal.,1,0.0,13.815511557963774,3.716922323369668,1.0
The army lodged the soldiers in the schoolhouse.,The army lodged the soldiers in the schoolhouse.,1,0.0,13.815511557963774,3.716922323369668,1.0
Heat radiates from the sun.,Heat radiates from the sun.,1,0.0,13.815511557963774,3.716922323369668,1.0
The sun radiates heat.,The sun radiates heat.,1,0.0,13.815511557963774,3.716922323369668,1.0
The departing passenger waved at the crowd.,The departing passenger waved at the crowd.,1,0.0,13.815511557963774,3.716922323369668,1.0
Jennifer craned.,Jennifer Crand.,0,0.125,2.197217466256713,1.4823014087076598,0.23534641736544198
I shaved my face.,I shaved my face.,1,0.0,13.815511557963774,3.716922323369668,1.0
I shaved.,I shaved.,1,0.0,13.815511557963774,3.716922323369668,1.0
Celia braided her hair.,Celia braided her hair.,1,0.0,13.815511557963774,3.716922323369668,1.0
Celia braided.,Celia braided.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Tessa sprained.,Tessa sprained.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Jill dressed hurriedly.,Jill dressed hurriedly.,1,0.0,13.815511557963774,3.716922323369668,1.0
I shaved myself.,I shaved myself.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Celia brushed.,Celia brushed.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
Tessa cut herself.,Tessa cut herself.,1,0.0,13.815511557963774,3.716922323369668,1.0
Tessa cut.,Tessa Cut.,0,0.1,2.397886181938866,1.548510956350928,0.25800232623922786
We loaded ourselves onto the bus.,We loaded ourselves onto the bus.,1,0.0,13.815511557963774,3.716922323369668,1.0
We loaded onto the bus.,We loaded onto the bus.,1,0.0,13.815511557963774,3.716922323369668,1.0
We pulled ourselves free.,We pulled ourselves free.,1,0.0,13.815511557963774,3.716922323369668,1.0
Anne met Cathy.,Anne met Cathy.,1,0.0,13.815511557963774,3.716922323369668,1.0
Anne and Cathy met.,Anne and Cathy met.,1,0.0,13.815511557963774,3.716922323369668,1.0
Brenda chatted Molly.,Brenda chatted with Molly.,0,0.23809523809523808,1.6486552332881832,1.2839997014361737,0.16749056319671557
Brenda and Molly chatted.,Brenda and Molly chatted.,1,0.0,13.815511557963774,3.716922323369668,1.0
The drunk hugged the lamppost.,The drunk hugged the lamppost.,1,0.0,13.815511557963774,3.716922323369668,1.0
